epoch,time,lr,train_loss,train_acc,val_loss,val_acc,train_time,val_time
48,34925.12282896042,0.001,0.0018641532925468707,0.9992418791118421,0.00012978414321822114,0.9999335966371027,324.8375153541565,416.25271248817444
49,35675.00674676895,0.001,0.0017158134994688817,0.999267578125,6.389668772183953e-05,0.9999653547671841,320.8006227016449,417.73211312294006
50,36424.69539761543,0.001,0.0017291640140336246,0.9992354543585527,9.430837375723998e-05,0.9999422579453068,322.37101459503174,417.0461850166321
51,37166.22900891304,0.001,0.0011429588067863646,0.9994924444901315,7.166949142911109e-05,0.9999682418699187,319.88273429870605,411.41932940483093
52,37885.01977491379,0.001,0.001850698534526066,0.9993832236842105,0.0025929873972147847,0.9996795315964523,318.6966121196747,389.7380573749542
53,38634.34306502342,0.001,0.0011446665507237623,0.9994538959703947,0.0003583919853997539,0.9999711289726534,325.91028237342834,413.2250244617462
54,39373.6404106617,0.001,0.0009109557274615759,0.9995438425164473,0.0005688279558528956,0.9999047256097561,321.14047741889954,407.8934054374695
55,40111.38068461418,0.001,0.0011141512459831484,0.9994474712171053,0.00015375566722808934,0.9999278224316334,316.4761497974396,411.00933027267456
56,40793.409364938736,0.0001,0.001010464932796616,0.9995952405427632,4.72175061101914e-05,0.9999855644863267,317.5110731124878,353.5505259037018
57,41535.554666519165,0.0001,0.0008111479314022131,0.9996659128289473,4.959393334930799e-05,0.9999884515890614,316.81737422943115,414.64688658714294
58,42248.65575122833,0.0001,0.0008024996008981792,0.9996402138157895,3.229112241487454e-05,0.9999855644863267,316.7520568370819,385.11438846588135
59,42968.94169831276,0.0001,0.0006495865381753272,0.999646638569079,3.245133956267315e-05,0.9999942257945307,318.93988060951233,391.00294613838196
60,43714.9193687439,0.0001,0.0009453053682071007,0.9996145148026315,3.13483749628689e-05,0.9999797902808574,321.9257504940033,413.60971570014954
61,44401.92033648491,0.0001,0.0006610925751665912,0.9996787623355263,2.9190171211789544e-05,0.9999971128972653,322.18859696388245,354.54263186454773
62,45140.259090662,0.0001,0.0007253178879177896,0.9996787623355263,2.915822039142911e-05,0.9999942257945307,322.19517040252686,405.92562222480774
63,45816.799832582474,0.0001,0.0006404035343490346,0.9997044613486842,3.721190188160298e-05,0.9999797902808574,309.6397578716278,356.52012872695923
64,46550.286333322525,0.0001,0.0006637541183122903,0.9996980365953947,3.1087387986305094e-05,0.999982677383592,316.44875597953796,406.2221887111664
65,47285.625922203064,0.0001,0.0004565098904708045,0.9997365851151315,2.7620030381487324e-05,0.9999942257945307,323.17532992362976,401.9415304660797
66,48019.4493663311,0.0001,0.0006679046090685652,0.999768708881579,3.2384646196946355e-05,0.9999797902808574,316.43348503112793,406.8060715198517
67,48742.82464504242,0.0001,0.0005306402377227654,0.9997622841282895,2.728203177632128e-05,0.999991338691796,323.4804792404175,389.2873921394348
68,49461.6175198555,0.0001,0.0005692224328314071,0.999743009868421,2.5469701185700187e-05,0.9999942257945307,317.10401034355164,391.4118092060089
69,50193.284794807434,0.0001,0.0005376009176762453,0.9997494346217105,2.4772497821633382e-05,0.9999971128972653,319.74823689460754,401.6579747200012
70,50917.0135846138,0.0001,0.00048613035891710175,0.9997751336348685,3.51864113538886e-05,0.9999855644863267,327.45472407341003,385.92514181137085
71,51660.79105377197,0.0001,0.00038820518115937973,0.9997879831414473,6.453868477860571e-05,0.999982677383592,320.7606358528137,412.82532119750977
72,52399.90186882019,0.0001,0.0003996059657644135,0.9997815583881579,2.7100399626788494e-05,0.999982677383592,319.7304208278656,408.2324061393738
73,53144.041210889816,0.0001,0.0004052015761273794,0.9997622841282895,2.420881309754739e-05,0.999982677383592,318.9536807537079,414.8862690925598
74,53885.301931619644,0.0001,0.0004443659702238433,0.9997494346217105,3.762423693577465e-05,0.9999769031781227,315.4706702232361,415.4067921638489
75,54634.96484589577,0.0001,0.0003406631876070044,0.9998265316611842,2.7693389716904415e-05,0.9999884515890614,324.0377435684204,414.93524265289307
76,55374.95430779457,0.0001,0.0004350471493771814,0.9997944078947368,2.847767356065168e-05,0.9999855644863267,318.3338062763214,411.5603218078613
77,56116.08220434189,0.0001,0.00046376893537649575,0.9997622841282895,2.5026129894100088e-05,0.9999942257945307,317.135036945343,413.8707432746887
78,56862.266874074936,0.0001,0.00045985671356796776,0.999743009868421,2.2709419390297022e-05,0.9999942257945307,320.99943947792053,415.0465581417084
79,57595.758387088776,0.0001,0.00036356880395128747,0.9997944078947368,2.145772284667916e-05,1.0,316.22188234329224,406.51626467704773
80,58333.48220658302,0.0001,0.0003829610975802824,0.9997815583881579,2.2815914203571187e-05,1.0,321.7017934322357,405.6765310764313
81,59076.62156486511,0.0001,0.0004484557355348152,0.9997751336348685,3.851516374871545e-05,0.9999942257945307,317.02621054649353,415.42485213279724
82,59818.920129776,0.0001,0.00035078420506609505,0.9998265316611842,1.7652802930014146e-05,0.9999942257945307,317.6051275730133,413.808869600296
83,60564.79518222809,0.0001,0.0004020929810942033,0.9997944078947368,2.1635806030167157e-05,0.9999942257945307,319.5768406391144,415.81651496887207
84,61307.29060840607,0.0001,0.000469342557318669,0.9998458059210527,2.103473474928249e-05,1.0,320.66969323158264,410.9223005771637
85,62051.94359707832,0.0001,0.0002716831976819724,0.9998715049342105,2.335886074236682e-05,0.9999855644863267,321.7241587638855,412.4949080944061
86,62786.22541451454,0.0001,0.00038280260635000516,0.9998265316611842,1.8773552092711793e-05,1.0,318.3025507926941,405.1483404636383
87,63530.20474457741,0.0001,0.0003811965526953528,0.9998265316611842,2.1005437117766665e-05,0.999982677383592,321.8145296573639,411.8439748287201
88,64254.68524837494,0.0001,0.0003431855580126904,0.9998393811677632,1.7001158422241554e-05,0.9999942257945307,317.8883602619171,396.3847897052765
89,64996.33441209793,0.0001,0.0003623210300637118,0.9997944078947368,2.4154859698214455e-05,0.9999942257945307,320.3480980396271,410.45450949668884
90,65735.1652135849,0.0001,0.0004598420395088992,0.9998265316611842,2.1665579175725835e-05,0.999982677383592,316.06575870513916,412.41891622543335
91,66483.56722736359,0.0001,0.0002831379131001347,0.9998458059210527,1.892873261282063e-05,1.0,321.5049698352814,416.69895195961
92,67220.28860902786,0.0001,0.00043618696835794274,0.9998136821546053,1.6883335142187606e-05,1.0,318.0228097438812,408.1905345916748
93,67971.23931670189,0.0001,0.0003772458487186152,0.9998265316611842,4.5922110238100697e-05,0.9999769031781227,315.2287657260895,424.2299234867096
94,68702.7166044712,0.0001,0.0003338934562260148,0.9998008326480263,1.8442847631867843e-05,0.9999942257945307,319.3466548919678,400.48345923423767
95,69450.2076485157,0.0001,0.0002992330302264007,0.9998329564144737,1.9169536159294837e-05,0.9999942257945307,319.9808175563812,417.09257769584656
96,70186.98125696182,0.0001,0.0003036904351970059,0.9998329564144737,2.0967937910071742e-05,0.999991338691796,319.14599657058716,407.13498640060425
97,70928.30559897423,0.0001,0.00033711424973883336,0.9998265316611842,1.6879880433816217e-05,1.0,316.7437996864319,414.4030044078827
98,71648.2269628048,0.0001,0.00023629636869562746,0.999890779194079,1.4643747651788006e-05,0.9999942257945307,319.43948125839233,389.96357774734497
99,72390.13651299477,0.0001,0.00039219577976625576,0.9998008326480263,1.6772832778434243e-05,1.0,318.89528608322144,412.8396997451782
100,73126.64594650269,0.0001,0.00037481667211013365,0.9998265316611842,1.875010405756272e-05,0.9999855644863267,319.60627818107605,406.515798330307
101,73878.88483309746,0.0001,0.00025857029336925024,0.9998843544407895,1.657289621017837e-05,1.0,319.6283452510834,422.1776683330536
102,74610.75409078598,0.0001,0.000547301211712747,0.9998008326480263,2.2546677536669643e-05,0.9999971128972653,313.02128887176514,408.67234802246094
103,75356.50060200691,0.0001,0.0002513711541304457,0.9998843544407895,1.6989646947019135e-05,0.9999971128972653,319.1468515396118,416.0242998600006
104,76118.3657040596,0.0001,0.0002887715919550923,0.9998522306743421,1.678274316250561e-05,1.0,326.3040463924408,425.2029995918274
105,76869.86852622032,0.0001,0.00025230740611514575,0.9998779296875,1.679806784010314e-05,0.9999942257945307,320.46116757392883,420.2302038669586
106,77613.91294622421,0.0001,0.00029658166558270486,0.9998136821546053,2.4687333734923614e-05,0.9999797902808574,319.1594922542572,414.55675196647644
107,78373.01466917992,0.0001,0.00022759713631154125,0.999890779194079,1.2632112959012699e-05,1.0,317.4408438205719,431.08367919921875
108,79114.45307636261,0.0001,0.0003288519402322396,0.9998393811677632,1.3519831756944365e-05,1.0,315.5407803058624,415.24005937576294
109,79863.9154856205,0.0001,0.0002828400095196363,0.9998458059210527,1.3116579680070727e-05,0.9999942257945307,317.5005793571472,421.23559975624084
110,80612.2887609005,0.0001,0.00022715661218133178,0.999890779194079,1.58845884824812e-05,1.0,320.3820569515228,416.86564540863037
111,81370.52299427986,0.0001,0.0002297787129905085,0.9999100534539473,1.9577549229241035e-05,0.9999971128972653,325.5997383594513,422.21789741516113
112,82122.87587761879,0.0001,0.00033352429966502817,0.9998393811677632,1.3894505395462818e-05,1.0,320.3791868686676,421.62440037727356
113,82880.13720965385,0.0001,0.00025910325800800385,0.9998329564144737,1.65419014373726e-05,0.9999855644863267,323.6982309818268,423.3960225582123
114,83631.68494582176,0.0001,0.00021228985287732004,0.999865080180921,1.1215870074812225e-05,1.0,322.67181491851807,418.52564668655396
115,84385.51742815971,0.0001,0.00022762468405511336,0.9998715049342105,1.1306365872962333e-05,1.0,317.72009468078613,425.11425828933716
116,85138.38222789764,0.0001,0.00026922349712262173,0.9998329564144737,3.641485094297496e-05,0.9999884515890614,320.2498109340668,421.29284167289734
117,85906.69908165932,0.0001,0.00018163693747447508,0.9998779296875,2.2966120554221255e-05,0.9999884515890614,330.4638409614563,427.5850670337677
118,86593.24696683884,0.0001,0.00022388559175781495,0.9998779296875,2.708962655427768e-05,0.9999942257945307,318.0989763736725,358.22471737861633
119,87341.0403585434,0.0001,0.00016740855774886857,0.9999100534539473,2.447578634471615e-05,0.9999942257945307,319.45189023017883,418.0082540512085
120,88095.37966632843,0.0001,0.00024428646517014126,0.999890779194079,1.3585955488147453e-05,0.9999942257945307,327.29161381721497,416.193395614624
121,88854.4180765152,0.0001,0.0003896703668036656,0.9998458059210527,1.4066289206900628e-05,1.0,320.84895181655884,427.90963435173035
122,89605.26308608055,0.0001,0.0010966947593050891,0.999865080180921,1.530237327564964e-05,0.9999971128972653,321.8002324104309,418.60071754455566
123,90357.30727624893,0.0001,0.0015426561820031772,0.9998393811677632,9.520076323033589e-05,0.9999769031781227,314.45873069763184,426.8417110443115
124,91055.37508320808,0.0001,0.0004571960935566608,0.9998715049342105,3.425621136905626e-05,0.9999855644863267,320.9969873428345,366.44516706466675
125,91803.46174788475,0.0001,0.00028636205989193914,0.9998972039473685,9.522028977250318e-05,0.9999769031781227,322.44471621513367,413.8767464160919
126,92561.95707321167,1e-05,0.0003540594366020106,0.9998458059210527,7.535106359891775e-05,0.9999797902808574,326.4351370334625,420.1944589614868
127,93322.33996725082,1e-05,0.00021454716718981897,0.9998972039473685,5.720810611342996e-05,0.9999884515890614,323.25653290748596,425.69693326950073
128,94067.9756758213,1e-05,0.00021297031663479734,0.9999100534539473,4.0136998250551214e-05,0.999991338691796,320.3600776195526,415.0041787624359
129,94834.68743753433,1e-05,0.0002361480483680612,0.9998779296875,3.284459170373845e-05,0.9999942257945307,329.9804792404175,426.16570138931274
130,95587.38804721832,1e-05,0.0002146507652698903,0.9999100534539473,3.1019908168476526e-05,0.9999942257945307,320.7590301036835,421.28300070762634
131,96349.40985274315,1e-05,0.00021528840491422674,0.9999100534539473,3.40604577556352e-05,0.999991338691796,327.6228106021881,424.1784281730652
132,97102.28807759285,1e-05,0.00024769924631567114,0.9998779296875,2.9328568259142684e-05,0.9999942257945307,325.0721378326416,417.4989354610443
133,97863.68190312386,1e-05,0.0002166552040707421,0.9999100534539473,2.8320606626954517e-05,0.9999942257945307,323.91155791282654,427.2581524848938
134,98609.41569209099,1e-05,0.00031195363347668106,0.9998715049342105,3.138258617161279e-05,0.9999942257945307,320.68914270401,414.37111949920654
135,99377.16204810143,1e-05,0.0003152809102908952,0.9998136821546053,2.1662814038238703e-05,0.9999971128972653,333.2563633918762,424.28299260139465
136,100139.2832710743,1e-05,0.00021354711145227373,0.9999100534539473,2.1207675675990942e-05,0.9999971128972653,322.9579691886902,427.98019099235535
137,100898.19393014908,1.0000000000000002e-06,0.00020727262587650792,0.9999293277138158,2.109923888948616e-05,0.9999971128972653,327.52711963653564,420.7956612110138
138,101656.03777718544,1.0000000000000002e-06,0.00020766149770957556,0.9999100534539473,2.0885448084510625e-05,0.9999971128972653,325.61701798439026,421.69875931739807
139,102414.90400147438,1.0000000000000002e-06,0.0002496443383065977,0.9999036287006579,2.051338544247032e-05,0.9999971128972653,330.4047815799713,418.42780351638794
140,103156.17113113403,1.0000000000000002e-06,0.00022992230499288164,0.9999357524671053,2.00725398267876e-05,0.9999971128972653,323.4035747051239,407.6888267993927
141,103905.97814416885,1.0000000000000002e-06,0.0002608375231271691,0.9998972039473685,2.047970563704493e-05,0.9999971128972653,322.1602523326874,416.2130239009857
142,104649.40482497215,1.0000000000000002e-06,0.0002622575144994007,0.9998972039473685,2.0710834353628474e-05,0.9999971128972653,315.11504888534546,417.91881132125854
